Academic_Year,Semester,Section_Number,Department_Program,Course_Prefix,Course_Number,Course_Title,Course,Letter_Grade,Count_of_letter_grade
,,,,,,,,B,21
,,,,,,,,C,4
,,,,,,,,F,1
,,,,,,,,Other,6
,,53585,Mathematics,M, 427J,DIFF EQNS W LINEAR ALGEBRA-WB,"M-427J: DIFF EQNS W LINEAR ALGEBRA-WB, Section no. 53585",A,79
,,,,,,,,B,28
,,,,,,,,C,9
,,,,,,,,Other,4
,,53590,Mathematics,M, 427J,DIFF EQNS W LINEAR ALGEBRA-WB,"M-427J: DIFF EQNS W LINEAR ALGEBRA-WB, Section no. 53590",A,24
,,,,,,,,B,28
,,,,,,,,C,10
,,,,,,,,D,1
,,,,,,,,F,2
,,,,,,,,Other,35
,,53600,Mathematics,M, 427J,DIFF EQNS W LINEAR ALGEBRA-WB,"M-427J: DIFF EQNS W LINEAR ALGEBRA-WB, Section no. 53600",A,13
,,,,,,,,B,34
,,,,,,,,C,13
,,,,,,,,D,2
,,,,,,,,F,1
,,,,,,,,Other,46
,,53605,Mathematics,M, 427L,ADV CALC APPLC II-AP-HON-WB,"M-427L: ADV CALC APPLC II-AP-HON-WB, Section no. 53605",A,69
,,,,,,,,B,4
,,,,,,,,Other,1
,,53610,Mathematics,M, 427L,ADV CALC FOR APPLICATNS II-WB,"M-427L: ADV CALC FOR APPLICATNS II-WB, Section no. 53610",A,96
,,,,,,,,B,23
,,,,,,,,C,1
,,,,,,,,D,1
,,,,,,,,F,1
,,53615,Mathematics,M, 427L,ADV CALC FOR APPLICATNS II-WB,"M-427L: ADV CALC FOR APPLICATNS II-WB, Section no. 53615",A,91
,,,,,,,,B,25
,,,,,,,,D,1
,,,,,,,,F,2
,,,,,,,,Other,4
,,53625,Mathematics,M, 427L,ADV CALC FOR APPLICATNS II-WB,"M-427L: ADV CALC FOR APPLICATNS II-WB, Section no. 53625",A,55
,,,,,,,,B,32
,,,,,,,,C,9
,,,,,,,,D,1
,,,,,,,,Other,12
,,53630,Mathematics,M, 427L,ADV CALC FOR APPLICATNS II-WB,"M-427L: ADV CALC FOR APPLICATNS II-WB, Section no. 53630",A,53
,,,,,,,,B,29
,,,,,,,,C,6
,,,,,,,,D,2
,,,,,,,,Other,12
,,53635,Mathematics,M, 328K,INTRO TO NUMBER THEORY-WB,"M-328K: INTRO TO NUMBER THEORY-WB, Section no. 53635",A,36
,,,,,,,,Other,2
,,53637,Mathematics,M, 328K,INTRO TO NUMBER THEORY-WB,"M-328K: INTRO TO NUMBER THEORY-WB, Section no. 53637",A,19
,,,,,,,,B,2
,,,,,,,,Other,1
,,53638,Mathematics,M, 328K,INTRO TO NUMBER THEORY-WB,"M-328K: INTRO TO NUMBER THEORY-WB, Section no. 53638",A,7
,,,,,,,,B,2
,,,,,,,,C,1
,,,,,,,,F,1
,,,,,,,,Other,5
,,53645,Mathematics,M, 328K,INTRO TO NUMBER THEORY-WB,"M-328K: INTRO TO NUMBER THEORY-WB, Section no. 53645",A,12
,,,,,,,,B,12
,,,,,,,,C,3
,,,,,,,,D,1
,,53650,Mathematics,M, 328K,INTRODUCTION TO NUMBER THEORY,"M-328K: INTRODUCTION TO NUMBER THEORY, Section no. 53650",A,5
,,,,,,,,C,1
,,,,,,,,D,1
,,,,,,,,F,1
,,,,,,,,Other,3
,,53655,Mathematics,M, 328K,INTRODUCTION TO NUMBER THEORY,"M-328K: INTRODUCTION TO NUMBER THEORY, Section no. 53655",A,15
,,,,,,,,C,1
,,,,,,,,Other,3
,,53659,Mathematics,M, 328K,INTRODUCTION TO NUMBER THEORY,"M-328K: INTRODUCTION TO NUMBER THEORY, Section no. 53659",A,8
,,,,,,,,B,6
,,,,,,,,Other,1
,,53660,Mathematics,M, 329F,THEORY OF INTEREST-WB,"M-329F: THEORY OF INTEREST-WB, Section no. 53660",A,25
,,,,,,,,B,7
,,,,,,,,D,1
,,,,,,,,F,3
,,,,,,,,Other,9
,,53665,Mathematics,M, 329F,THEORY OF INTEREST-WB,"M-329F: THEORY OF INTEREST-WB, Section no. 53665",A,7
,,,,,,,,B,8
,,,,,,,,C,5
,,,,,,,,Other,19
,,53671,Mathematics,M, 329F,THEORY OF INTEREST-WB,"M-329F: THEORY OF INTEREST-WB, Section no. 53671",A,12
,,,,,,,,B,14
,,,,,,,,C,3
,,,,,,,,D,1
,,,,,,,,F,1
,,,,,,,,Other,9
,,53672,Mathematics,M, 333L,STRUCTURE OF MODERN GEOM-WB,"M-333L: STRUCTURE OF MODERN GEOM-WB, Section no. 53672",A,8
,,,,,,,,B,6
,,,,,,,,Other,1
,,53673,Mathematics,M, 333L,STRUCTURE OF MODERN GEOM-WB,"M-333L: STRUCTURE OF MODERN GEOM-WB, Section no. 53673",A,8
,,,,,,,,B,2
,,,,,,,,C,1
,,,,,,,,Other,1
,,53685,Mathematics,M, 339D,INTR FIN MATH FOR ACTUARIES-WB,"M-339D: INTR FIN MATH FOR ACTUARIES-WB, Section no. 53685",A,42
,,,,,,,,B,4
,,,,,,,,Other,3
,,53690,Mathematics,M, 339J,PROB MOD WITH ACTUARL APPL-WB,"M-339J: PROB MOD WITH ACTUARL APPL-WB, Section no. 53690",A,6
,,,,,,,,B,5
,,,,,,,,C,5
,,,,,,,,D,1
,,,,,,,,Other,15
,,53695,Mathematics,M, 339U,ACTUARL CONTINGNT PAYMENT I-WB,"M-339U: ACTUARL CONTINGNT PAYMENT I-WB, Section no. 53695",A,5
,,,,,,,,B,3
,,,,,,,,C,3
,,,,,,,,Other,7
,,53700,Mathematics,M, 339U,ACTUARL CONTINGNT PAYMENT I-WB,"M-339U: ACTUARL CONTINGNT PAYMENT I-WB, Section no. 53700",A,9
,,,,,,,,B,3
,,,,,,,,C,3
,,,,,,,,D,1
,,,,,,,,Other,2
,,53705,Mathematics,M, 339W,FINCL MATH FOR ACTUARL APPL-WB,"M-339W: FINCL MATH FOR ACTUARL APPL-WB, Section no. 53705",A,14
,,,,,,,,B,7
,,,,,,,,C,2
,,,,,,,,F,1
,,,,,,,,Other,6
,,53715,Mathematics,M, 340L,MATRICES/MATRIX CALCULATNS-WB,"M-340L: MATRICES/MATRIX CALCULATNS-WB, Section no. 53715",A,23
,,,,,,,,B,18
,,,,,,,,C,9
,,,,,,,,D,1
,,,,,,,,F,1
,,,,,,,,Other,10
,,53720,Mathematics,M, 340L,MATRICES/MATRIX CALCULATNS-WB,"M-340L: MATRICES/MATRIX CALCULATNS-WB, Section no. 53720",A,42
,,,,,,,,B,32
,,,,,,,,C,7
,,,,,,,,F,2
,,,,,,,,Other,20
,,53725,Mathematics,M, 340L,MATRICES/MATRIX CALCULATNS-WB,"M-340L: MATRICES/MATRIX CALCULATNS-WB, Section no. 53725",A,61
,,,,,,,,B,23
,,,,,,,,C,7
,,,,,,,,F,3
,,,,,,,,Other,3
,,53730,Mathematics,M, 340L,MATRICES/MATRIX CALCULATNS-WB,"M-340L: MATRICES/MATRIX CALCULATNS-WB, Section no. 53730",A,66
,,,,,,,,B,17
,,,,,,,,C,5
,,,,,,,,F,3
,,,,,,,,Other,5
,,53735,Mathematics,M, 340L,MATRICES/MATRIX CALCS-C S-WB,"M-340L: MATRICES/MATRIX CALCS-C S-WB, Section no. 53735",A,65
,,,,,,,,B,27
,,,,,,,,C,10
,,,,,,,,D,1
,,,,,,,,F,2
,,,,,,,,Other,11
,,53743,Mathematics,M, 341,LINEAR ALGEBR & MATRIX THRY-WB,"M-341: LINEAR ALGEBR & MATRIX THRY-WB, Section no. 53743",A,12
,,,,,,,,B,1
,,,,,,,,C,1
,,,,,,,,Other,4
,,53744,Mathematics,M, 341,LINEAR ALGEBR & MATRIX THRY-WB,"M-341: LINEAR ALGEBR & MATRIX THRY-WB, Section no. 53744",A,4
,,,,,,,,B,2
,,,,,,,,C,4
,,,,,,,,Other,5
,,53745,Mathematics,M, 341,LINEAR ALGEBRA AND MATRIX THRY,"M-341: LINEAR ALGEBRA AND MATRIX THRY, Section no. 53745",A,5
,,,,,,,,B,4
,,,,,,,,C,2
,,,,,,,,Other,1
,,53750,Mathematics,M, 341,LINEAR ALGEBRA AND MATRIX THRY,"M-341: LINEAR ALGEBRA AND MATRIX THRY, Section no. 53750",A,14
,,,,,,,,C,1
,,,,,,,,Other,3
,,53761,Mathematics,M, 341,LINEAR ALGEBRA/MATRIX THRY-WB,"M-341: LINEAR ALGEBRA/MATRIX THRY-WB, Section no. 53761",A,27
,,,,,,,,B,3
,,,,,,,,C,2
,,,,,,,,F,1
,,,,,,,,Other,1
,,53762,Mathematics,M, 341,LINEAR ALGEBRA/MATRIX THRY-WB,"M-341: LINEAR ALGEBRA/MATRIX THRY-WB, Section no. 53762",A,29
,,,,,,,,B,2
,,,,,,,,C,1
,,,,,,,,D,1
,,,,,,,,Other,2
,,53765,Mathematics,M, 343K,INTRO ALGEBRAIC STRUCTURES-WB,"M-343K: INTRO ALGEBRAIC STRUCTURES-WB, Section no. 53765",A,10
,,,,,,,,B,3
,,,,,,,,C,6
,,,,,,,,F,2
,,,,,,,,Other,10
,,53775,Mathematics,M, 346,APPLIED LINEAR ALGEBRA-WB,"M-346: APPLIED LINEAR ALGEBRA-WB, Section no. 53775",A,7
,,,,,,,,B,5
,,,,,,,,C,2
,,,,,,,,F,1
,,,,,,,,Other,3
,,53780,Mathematics,M, 348,SCI COMPUTATION IN NUM ANLY-WB,"M-348: SCI COMPUTATION IN NUM ANLY-WB, Section no. 53780",A,34
,,,,,,,,B,3
,,,,,,,,Other,2
,,53785,Mathematics,M, 348,SCI COMPUTATION IN NUM ANLY-WB,"M-348: SCI COMPUTATION IN NUM ANLY-WB, Section no. 53785",A,20
,,,,,,,,B,5
,,,,,,,,C,4
,,,,,,,,Other,6
,,53790,Mathematics,M, 349P,ACTUARIAL STAT ESTIMATES-WB,"M-349P: ACTUARIAL STAT ESTIMATES-WB, Section no. 53790",A,4
,,,,,,,,B,7
,,,,,,,,C,2
,,,,,,,,Other,4
,,53795,Mathematics,M, 349R,APPLD REGRESSON/TIME SERIES-WB,"M-349R: APPLD REGRESSON/TIME SERIES-WB, Section no. 53795",A,23
,,,,,,,,B,5
,,,,,,,,Other,4
,,53810,Mathematics,M, 358K,APPLIED STATISTICS-WB,"M-358K: APPLIED STATISTICS-WB, Section no. 53810",A,44
,,,,,,,,B,9
,,,,,,,,C,5
,,,,,,,,Other,5
,,53815,Mathematics,M, 358K,APPLIED STATISTICS-WB,"M-358K: APPLIED STATISTICS-WB, Section no. 53815",A,45
,,,,,,,,B,10
,,,,,,,,C,3
,,,,,,,,Other,4
,,53820,Mathematics,M, 361,THRY OF FUNC OF CMPLX VAR-WB,"M-361: THRY OF FUNC OF CMPLX VAR-WB, Section no. 53820",A,8
,,,,,,,,B,5
,,,,,,,,C,2
,,,,,,,,F,1
,,,,,,,,Other,5
,,53824,Mathematics,M, 361K,INTRO TO REAL ANALYSIS-WB,"M-361K: INTRO TO REAL ANALYSIS-WB, Section no. 53824",A,9
,,,,,,,,B,3
,,,,,,,,Other,2
,,53826,Mathematics,M, 361K,INTRO TO REAL ANALYSIS-WB,"M-361K: INTRO TO REAL ANALYSIS-WB, Section no. 53826",A,19
,,,,,,,,B,5
,,,,,,,,C,3
,,,,,,,,Other,5
,,53830,Mathematics,M, 361K,INTRO TO REAL ANALYSIS-WB,"M-361K: INTRO TO REAL ANALYSIS-WB, Section no. 53830",A,11
,,,,,,,,B,9
,,,,,,,,C,3
,,,,,,,,F,2
,,,,,,,,Other,5
,,53835,Mathematics,M, 361K,INTRODUCTION TO REAL ANALYSIS,"M-361K: INTRODUCTION TO REAL ANALYSIS, Section no. 53835",A,8
,,,,,,,,B,2
,,,,,,,,C,1
,,,,,,,,F,1
,,,,,,,,Other,5
,,53840,Mathematics,M, 362K,PROBABILITY I-WB,"M-362K: PROBABILITY I-WB, Section no. 53840",A,33
,,,,,,,,B,12
,,,,,,,,C,5
,,,,,,,,F,2
,,,,,,,,Other,8
,,53850,Mathematics,M, 362K,PROBABILITY I-WB,"M-362K: PROBABILITY I-WB, Section no. 53850",A,31
,,,,,,,,B,10
,,,,,,,,C,4
,,,,,,,,Other,4
,,53855,Mathematics,M, 362K,PROBABILITY I-WB,"M-362K: PROBABILITY I-WB, Section no. 53855",A,41
,,,,,,,,B,10
,,,,,,,,C,3
,,,,,,,,F,3
,,,,,,,,Other,5
,,53860,Mathematics,M, 362K,PROBABILITY I-WB,"M-362K: PROBABILITY I-WB, Section no. 53860",A,14
,,,,,,,,B,11
,,,,,,,,C,6
,,,,,,,,Other,6
,,53865,Mathematics,M, 362K,PROBABILITY I-WB,"M-362K: PROBABILITY I-WB, Section no. 53865",A,25
,,,,,,,,B,14
,,,,,,,,C,3
,,,,,,,,D,1
,,,,,,,,F,1
,,,,,,,,Other,10
,,53869,Mathematics,M, 362M,INTRO TO STOCHASTIC PROCESS-WB,"M-362M: INTRO TO STOCHASTIC PROCESS-WB, Section no. 53869",A,31
,,,,,,,,B,2
,,,,,,,,Other,1
,,53875,Mathematics,M, 362M,INTRO TO STOCHASTIC PROCESS-WB,"M-362M: INTRO TO STOCHASTIC PROCESS-WB, Section no. 53875",A,35
,,,,,,,,B,4
,,,,,,,,Other,1
,,53880,Mathematics,M, 365C,REAL ANALYSIS I-WB,"M-365C: REAL ANALYSIS I-WB, Section no. 53880",A,9
,,,,,,,,B,7
,,,,,,,,C,3
,,,,,,,,F,1
,,,,,,,,Other,15
,,53885,Mathematics,M, 365C,REAL ANALYSIS I-WB,"M-365C: REAL ANALYSIS I-WB, Section no. 53885",A,11
,,,,,,,,B,9
,,,,,,,,C,2
,,,,,,,,Other,7
,,53896,Mathematics,M, 367K,TOPOLOGY I-WB,"M-367K: TOPOLOGY I-WB, Section no. 53896",A,16
,,,,,,,,B,8
,,,,,,,,C,1
,,,,,,,,Other,5
,,53905,Mathematics,M, 372K,PART DIFF EQUATN & APPLIC-WB,"M-372K: PART DIFF EQUATN & APPLIC-WB, Section no. 53905",A,9
,,,,,,,,B,5
,,,,,,,,F,1
,,,,,,,,Other,8
,,53910,Mathematics,M, 373K,ALGEBRAIC STRUCTURES I-WB,"M-373K: ALGEBRAIC STRUCTURES I-WB, Section no. 53910",A,11
,,,,,,,,B,3
,,,,,,,,Other,1
,,53915,Mathematics,M, 373K,ALGEBRAIC STRUCTURES I-WB,"M-373K: ALGEBRAIC STRUCTURES I-WB, Section no. 53915",A,16
,,,,,,,,B,6
,,,,,,,,C,2
,,,,,,,,Other,5
,,53919,Mathematics,M, 374M,MATH MODELING IN SCI & ENGR-WB,"M-374M: MATH MODELING IN SCI & ENGR-WB, Section no. 53919",A,5
,,,,,,,,B,4
,,,,,,,,C,2
,,,,,,,,Other,8
,,53920,Mathematics,M, 374M,MATH MODELING IN SCI AND ENGR,"M-374M: MATH MODELING IN SCI AND ENGR, Section no. 53920",A,3
,,,,,,,,B,4
,,,,,,,,C,2
,,,,,,,,Other,1
,,53946,Mathematics,M, 375D,DISCOV INTR ADV STD IN MATH-WB,"M-375D: DISCOV INTR ADV STD IN MATH-WB, Section no. 53946",A,11
,,,,,,,,B,3
,,,,,,,,Other,1
,,53957,Mathematics,M, 375T,INTRO TO QUANTUM INFO SCNCE-WB,"M-375T: INTRO TO QUANTUM INFO SCNCE-WB, Section no. 53957",A,1
,,,,,,,,B,7
,,,,,,,,C,1
,,,,,,,,D,1
,,,,,,,,F,1
,,,,,,,,Other,7
,,53959,Mathematics,M, 375T,INTRODUCTORY GAME THEORY-WB,"M-375T: INTRODUCTORY GAME THEORY-WB, Section no. 53959",A,5
,,,,,,,,B,1
,,,,,,,,F,1
,,,,,,,,Other,4
,,53960,Mathematics,M, 378K,INTRO TO MATHEMATCL STATS-WB,"M-378K: INTRO TO MATHEMATCL STATS-WB, Section no. 53960",A,29
,,,,,,,,B,11
,,,,,,,,C,2
,,,,,,,,Other,10
,,53965,Mathematics,M, 378K,INTRO TO MATHEMATCL STATS-WB,"M-378K: INTRO TO MATHEMATCL STATS-WB, Section no. 53965",A,11
,,,,,,,,B,7
,,,,,,,,C,10
,,,,,,,,D,1
,,,,,,,,F,2
,,,,,,,,Other,18
,,53970,Mathematics,M, 378K,INTRO TO MATHEMATCL STATS-WB,"M-378K: INTRO TO MATHEMATCL STATS-WB, Section no. 53970",A,17
,,,,,,,,B,4
,,,,,,,,C,4
,,,,,,,,Other,13
,,53975,Mathematics,M, 378P,DECISION ANALYTICS-WB,"M-378P: DECISION ANALYTICS-WB, Section no. 53975",A,18
,,,,,,,,B,2
,,,,,,,,F,1
,,,,,,,,Other,1
,,53986,Mathematics,M, 380C,ALGEBRA-WB,"M-380C: ALGEBRA-WB, Section no. 53986",A,4
,,,,,,,,B,3
,,,,,,,,F,1
,,,,,,,,Other,3
,,53990,Mathematics,M, 381C,REAL ANALYSIS-WB,"M-381C: REAL ANALYSIS-WB, Section no. 53990",A,7
,,,,,,,,B,1
,,,,,,,,Other,2
,,53996,Mathematics,M, 382C,ALGEBRAIC TOPOLOGY-WB,"M-382C: ALGEBRAIC TOPOLOGY-WB, Section no. 53996",A,12
,,,,,,,,B,4
,,,,,,,,Other,3
,,54000,Mathematics,M, 383C,METHODS OF APPLIED MATHEMATICS,"M-383C: METHODS OF APPLIED MATHEMATICS, Section no. 54000",A,2
,,,,,,,,B,5
,,,,,,,,Other,2
,,54020,Mathematics,M, 385C,THEORY OF PROBABILITY-WB,"M-385C: THEORY OF PROBABILITY-WB, Section no. 54020",A,14
,,,,,,,,B,5
,,,,,,,,Other,2
,,54064,Mathematics,M, 392C,COMPLEX GEOMETRY-WB,"M-392C: COMPLEX GEOMETRY-WB, Section no. 54064",A,17
,,,,,,,,F,4
,,,,,,,,Other,1
,,54075,Mathematics,M, 393C,INTRO OPTIMAL MASS TRNSPORT-WB,"M-393C: INTRO OPTIMAL MASS TRNSPORT-WB, Section no. 54075",A,10
,,,,,,,,Other,7
,,54080,Mathematics,M, 393C,PARTL DIFFEREN EQUATNS I-WB,"M-393C: PARTL DIFFEREN EQUATNS I-WB, Section no. 54080",A,8
,,,,,,,,Other,3
,,54085,Mathematics,M, 393C,MATHEMATICS IN DEEP LRNG-WB,"M-393C: MATHEMATICS IN DEEP LRNG-WB, Section no. 54085",A,21
,,,,,,,,Other,2
,,54185,Biochemistry,BCH, 339F,FOUNDATIONS OF BIOCHEMISTRY-WB,"BCH-339F: FOUNDATIONS OF BIOCHEMISTRY-WB, Section no. 54185",A,103
,,,,,,,,B,10
,,,,,,,,C,6
,,,,,,,,Other,4
,,54195,Biochemistry,BCH, 339F,FOUNDATIONS OF BIOCHEMISTRY-WB,"BCH-339F: FOUNDATIONS OF BIOCHEMISTRY-WB, Section no. 54195",A,35
,,,,,,,,B,35
,,,,,,,,C,15
,,,,,,,,D,1
,,,,,,,,F,1
,,,,,,,,Other,19
,,54200,Biochemistry,BCH, 339J,CHEMICAL AND SYNTHETIC BIO-WB,"BCH-339J: CHEMICAL AND SYNTHETIC BIO-WB, Section no. 54200",A,23
,,,,,,,,B,6
,,,,,,,,C,7
,,,,,,,,D,2
,,,,,,,,F,6
,,,,,,,,Other,16
,,54205,Biochemistry,BCH, 339M,STRUCT/FUNCT OF MOL MACHINE-WB,"BCH-339M: STRUCT/FUNCT OF MOL MACHINE-WB, Section no. 54205",A,22
,,,,,,,,B,5
,,,,,,,,C,2
,,,,,,,,Other,1
,,54210,Biochemistry,BCH, 339M,STRUCT/FUNCT OF MOL MACHINE-WB,"BCH-339M: STRUCT/FUNCT OF MOL MACHINE-WB, Section no. 54210",A,22
,,,,,,,,B,6
,,,,,,,,C,3
,,,,,,,,Other,5
,,54215,Biochemistry,BCH, 339M,STRUCT/FUNCT OF MOL MACHINE-WB,"BCH-339M: STRUCT/FUNCT OF MOL MACHINE-WB, Section no. 54215",A,15
,,,,,,,,B,12
,,,,,,,,Other,3
,,54220,Biochemistry,BCH, 339N,SYSTEMS BIO/BIOINFORMATICS-WB,"BCH-339N: SYSTEMS BIO/BIOINFORMATICS-WB, Section no. 54220",A,23
,,,,,,,,B,1
,,,,,,,,Other,2
,,54230,Biochemistry,BCH, 364F,ASTROBIOLOGY-WB,"BCH-364F: ASTROBIOLOGY-WB, Section no. 54230",A,27
,,,,,,,,B,2
,,,,,,,,F,1
,,,,,,,,Other,1
,,54235,Biochemistry,BCH, 369,FUNDAMENTLS OF BIOCHEMISTRY-WB,"BCH-369: FUNDAMENTLS OF BIOCHEMISTRY-WB, Section no. 54235",A,118
,,,,,,,,B,46
,,,,,,,,C,6
,,,,,,,,F,1
,,,,,,,,Other,12
,,54240,Biochemistry,BCH, 369,FUNDAMENTLS OF BIOCHEMISTRY-WB,"BCH-369: FUNDAMENTLS OF BIOCHEMISTRY-WB, Section no. 54240",A,198
,,,,,,,,B,29
,,,,,,,,C,9
,,,,,,,,Other,3
,,54245,Biochemistry,BCH, 369,FUNDAMENTLS OF BIOCHEMISTRY-WB,"BCH-369: FUNDAMENTLS OF BIOCHEMISTRY-WB, Section no. 54245",A,106
,,,,,,,,B,37
,,,,,,,,C,15
,,,,,,,,D,1
,,,,,,,,Other,14
,,54250,Biochemistry,BCH, 369,FUNDAMENTLS OF BIOCHEMISTRY-WB,"BCH-369: FUNDAMENTLS OF BIOCHEMISTRY-WB, Section no. 54250",A,159
,,,,,,,,B,20
,,,,,,,,D,1
,,,,,,,,F,1
,,,,,,,,Other,7
,,54255,Biochemistry,BCH, 369,FUNDAMENTLS OF BIOCHEMISTRY-WB,"BCH-369: FUNDAMENTLS OF BIOCHEMISTRY-WB, Section no. 54255",A,89
,,,,,,,,B,18
,,,,,,,,C,2
,,,,,,,,Other,4
,,54270,Biochemistry,BCH, 369L,BIOCHEMISTRY LABORATORY,"BCH-369L: BIOCHEMISTRY LABORATORY, Section no. 54270",A,16
,,,,,,,,B,4
,,,,,,,,C,1
,,54275,Biochemistry,BCH, 369L,BIOCHEMISTRY LABORATORY,"BCH-369L: BIOCHEMISTRY LABORATORY, Section no. 54275",A,12
,,,,,,,,B,6
,,54280,Biochemistry,BCH, 369L,BIOCHEMISTRY LABORATORY,"BCH-369L: BIOCHEMISTRY LABORATORY, Section no. 54280",A,16
,,,,,,,,B,2
,,,,,,,,Other,2
,,54285,Biochemistry,BCH, 369L,BIOCHEMISTRY LABORATORY,"BCH-369L: BIOCHEMISTRY LABORATORY, Section no. 54285",A,17
,,,,,,,,B,1
,,,,,,,,C,2
,,,,,,,,Other,1
,,54295,Biochemistry,BCH, 369L,BIOCHEMISTRY LABORATORY,"BCH-369L: BIOCHEMISTRY LABORATORY, Section no. 54295",A,17
,,,,,,,,B,3
,,,,,,,,Other,1
,,54300,Biochemistry,BCH, 369L,BIOCHEMISTRY LABORATORY-FRI,"BCH-369L: BIOCHEMISTRY LABORATORY-FRI, Section no. 54300",A,18
,,,,,,,,C,1
,,,,,,,,Other,2
,,54305,Biochemistry,BCH, 370,PHYSICAL METHODS OF BIOCHEM-WB,"BCH-370: PHYSICAL METHODS OF BIOCHEM-WB, Section no. 54305",A,51
,,,,,,,,B,12
,,,,,,,,C,1
,,,,,,,,D,2
,,,,,,,,Other,5
,,54325,Biochemistry,BCH, 395J,GENES/GENOMES/GENE EXPRESSN-WB,"BCH-395J: GENES/GENOMES/GENE EXPRESSN-WB, Section no. 54325",A,12
,,,,,,,,B,4
,,54440,Molecular Biology,MOL, 395J,GENES/GENOMES/GENE EXPRESSN-WB,"MOL-395J: GENES/GENOMES/GENE EXPRESSN-WB, Section no. 54440",A,16
,,,,,,,,B,3
,,,,,,,,Other,1
,,54521,Neuroscience,NEU, 330,NEURAL SYSTEMS I-WB,"NEU-330: NEURAL SYSTEMS I-WB, Section no. 54521",A,51
,,,,,,,,B,25
,,,,,,,,C,7
,,,,,,,,F,2
,,,,,,,,Other,5
,,54525,Neuroscience,NEU, 330,NEURAL SYSTEMS I-WB,"NEU-330: NEURAL SYSTEMS I-WB, Section no. 54525",A,71
,,,,,,,,B,42
,,,,,,,,C,13
,,,,,,,,D,1
,,,,,,,,F,3
,,,,,,,,Other,24
,,54530,Neuroscience,NEU, 335,NEURAL SYSTEMS II-WB,"NEU-335: NEURAL SYSTEMS II-WB, Section no. 54530",A,94
,,,,,,,,B,37
,,,,,,,,C,10
,,,,,,,,D,1
,,,,,,,,F,2
,,,,,,,,Other,5
,,54545,Neuroscience,NEU, 365D,PRINCIPLES OF DRUG ACTION-WB,"NEU-365D: PRINCIPLES OF DRUG ACTION-WB, Section no. 54545",A,89
,,,,,,,,B,19
,,,,,,,,C,2
,,,,,,,,Other,1
,,54546,Neuroscience,NEU, 365D,PRINCIPLES OF DRUG ACTION-WB,"NEU-365D: PRINCIPLES OF DRUG ACTION-WB, Section no. 54546",A,91
,,,,,,,,B,19
,,,,,,,,C,2
,,,,,,,,Other,6
,,54550,Neuroscience,NEU, 365L,NEUROBIOLOGY LABORATORY-WB,"NEU-365L: NEUROBIOLOGY LABORATORY-WB, Section no. 54550",A,10
,,,,,,,,B,4
,,,,,,,,Other,1
,,54555,Neuroscience,NEU, 365L,NEUROBIOLOGY LABORATORY-WB,"NEU-365L: NEUROBIOLOGY LABORATORY-WB, Section no. 54555",A,10
,,,,,,,,B,1
,,,,,,,,C,1
,,,,,,,,Other,1
,,54558,Neuroscience,NEU, 365P,PRGRM/DATA ANLYS MODERN NEU-WB,"NEU-365P: PRGRM/DATA ANLYS MODERN NEU-WB, Section no. 54558",A,51
,,,,,,,,B,2
,,,,,,,,C,1
,,,,,,,,F,2
,,,,,,,,Other,12
,,54559,Neuroscience,NEU, 365N,NERVE REGEN INVRTBRT/VRTBRT-WB,"NEU-365N: NERVE REGEN INVRTBRT/VRTBRT-WB, Section no. 54559",A,10
,,,,,,,,B,3
,,,,,,,,Other,7
,,54560,Neuroscience,NEU, 365T,NEUROBIOLOGY OF DISEASE-WB,"NEU-365T: NEUROBIOLOGY OF DISEASE-WB, Section no. 54560",A,29
,,,,,,,,B,30
,,,,,,,,C,15
,,,,,,,,D,1
,,,,,,,,F,2
,,,,,,,,Other,37
,,54565,Neuroscience,NEU, 366C,ION CHNNL/MOL PHYS NEUR SIG-WB,"NEU-366C: ION CHNNL/MOL PHYS NEUR SIG-WB, Section no. 54565",A,17
,,,,,,,,B,6
,,,,,,,,F,1
,,,,,,,,Other,8
,,54575,Neuroscience,NEU, 366L,NEUROIMAGING LABORATORY,"NEU-366L: NEUROIMAGING LABORATORY, Section no. 54575",A,10
,,,,,,,,B,5
,,,,,,,,Other,1
,,54579,Neuroscience,NEU, 367V,EVOLUTIONARY NEUROBIOLOGY-WB,"NEU-367V: EVOLUTIONARY NEUROBIOLOGY-WB, Section no. 54579",A,33
,,,,,,,,B,1
,,,,,,,,Other,1
,,54600,Neuroscience,NEU, 382T,PRINCIPLES OF NEUROSCIENCE I,"NEU-382T: PRINCIPLES OF NEUROSCIENCE I, Section no. 54600",A,10
,,,,,,,,B,5
,,54605,Neuroscience,NEU, 383C,FUNCTIONAL NEUROANATOMY-WB,"NEU-383C: FUNCTIONAL NEUROANATOMY-WB, Section no. 54605",A,4
,,,,,,,,B,1
,,,,,,,,C,1
,,,,,,,,Other,1
,,54620,Neuroscience,NEU, 385L,NEUROPHARMACOLOGY II-WB,"NEU-385L: NEUROPHARMACOLOGY II-WB, Section no. 54620",A,5
,,,,,,,,B,1
,,,,,,,,Other,1
,,54735,Physical Science,P S, 303,INTRO PHYS SCI I: MECH/HEAT-WB,"P S-303: INTRO PHYS SCI I: MECH/HEAT-WB, Section no. 54735",A,11
,,,,,,,,B,4
,,,,,,,,C,2
,,,,,,,,F,1
,,,,,,,,Other,2
