Academic_Year,Semester,Section_Number,Department_Program,Course_Prefix,Course_Number,Course_Title,Course,Letter_Grade,Count_of_letter_grade
,,2040,Business Administration,B A, 285T,FINANCIAL MANAGEMENT-I-HOU,"B A-285T: FINANCIAL MANAGEMENT-I-HOU, Section no. 2040",A,21
,,,,,,,,B,16
,,,,,,,,Other,1
,,2045,Business Administration,B A, 285T,FINANCIAL MANAGEMENT-II,"B A-285T: FINANCIAL MANAGEMENT-II, Section no. 2045",A,25
,,,,,,,,B,30
,,2050,Business Administration,B A, 285T,FINANCIAL MANAGEMENT-II-DAL,"B A-285T: FINANCIAL MANAGEMENT-II-DAL, Section no. 2050",A,25
,,,,,,,,B,21
,,,,,,,,Other,2
,,2055,Business Administration,B A, 285T,FINANCIAL MANAGEMENT-II-HOU,"B A-285T: FINANCIAL MANAGEMENT-II-HOU, Section no. 2055",A,23
,,,,,,,,B,14
,,,,,,,,C,1
,,,,,,,,Other,1
,,2060,Business Administration,B A, 285T,FINANCIAL MANAGEMENT-III,"B A-285T: FINANCIAL MANAGEMENT-III, Section no. 2060",A,25
,,,,,,,,B,32
,,2065,Business Administration,B A, 285T,FINANCIAL MANAGEMENT-IV,"B A-285T: FINANCIAL MANAGEMENT-IV, Section no. 2065",A,25
,,,,,,,,B,32
,,2070,Business Administration,B A, 385T,FINANCIAL MANAGEMENT,"B A-385T: FINANCIAL MANAGEMENT, Section no. 2070",A,8
,,,,,,,,B,7
,,,,,,,,Other,2
,,2075,Business Administration,B A, 385T,FINANCIAL MANAGEMENT-MPA,"B A-385T: FINANCIAL MANAGEMENT-MPA, Section no. 2075",A,18
,,,,,,,,B,23
,,,,,,,,C,1
,,2080,Business Administration,B A, 385T,FINANCIAL MANAGEMENT-MSBA,"B A-385T: FINANCIAL MANAGEMENT-MSBA, Section no. 2080",A,20
,,,,,,,,B,20
,,2085,Business Administration,B A, 286T,STATISTICS-I,"B A-286T: STATISTICS-I, Section no. 2085",A,32
,,,,,,,,B,26
,,2090,Business Administration,B A, 286T,STATISTICS-I-DAL,"B A-286T: STATISTICS-I-DAL, Section no. 2090",A,28
,,,,,,,,B,19
,,,,,,,,Other,1
,,2095,Business Administration,B A, 286T,STATISTICS-I-HOU,"B A-286T: STATISTICS-I-HOU, Section no. 2095",A,17
,,,,,,,,B,20
,,,,,,,,Other,1
,,2100,Business Administration,B A, 286T,STATISTICS-II,"B A-286T: STATISTICS-II, Section no. 2100",A,38
,,,,,,,,B,17
,,2105,Business Administration,B A, 286T,STATISTICS-II-DAL,"B A-286T: STATISTICS-II-DAL, Section no. 2105",A,18
,,,,,,,,B,28
,,,,,,,,Other,2
,,2110,Business Administration,B A, 286T,STATISTICS-II-HOU,"B A-286T: STATISTICS-II-HOU, Section no. 2110",A,18
,,,,,,,,B,20
,,,,,,,,Other,1
,,2115,Business Administration,B A, 286T,STATISTICS-III,"B A-286T: STATISTICS-III, Section no. 2115",A,24
,,,,,,,,B,33
,,2120,Business Administration,B A, 286T,STATISTICS-IV,"B A-286T: STATISTICS-IV, Section no. 2120",A,29
,,,,,,,,B,28
,,2125,Business Administration,B A, 286T,STATISTICS-MSF,"B A-286T: STATISTICS-MSF, Section no. 2125",A,60
,,,,,,,,B,17
,,2130,Business Administration,B A, 386T,STATISTICS-EMBA,"B A-386T: STATISTICS-EMBA, Section no. 2130",A,20
,,,,,,,,B,21
,,,,,,,,Other,1
,,2135,Business Administration,B A, 388T,STRATEGIC MANAGEMENT-I-DAL,"B A-388T: STRATEGIC MANAGEMENT-I-DAL, Section no. 2135",A,25
,,,,,,,,B,20
,,2140,Business Administration,B A, 388T,STRATEGIC MANAGEMENT-I-HOU,"B A-388T: STRATEGIC MANAGEMENT-I-HOU, Section no. 2140",A,29
,,,,,,,,B,11
,,2145,Business Administration,B A, 388T,STRATEGIC MANAGEMENT-II-DAL,"B A-388T: STRATEGIC MANAGEMENT-II-DAL, Section no. 2145",A,29
,,,,,,,,B,14
,,,,,,,,C,2
,,2150,Business Administration,B A, 388T,STRATEGIC MANAGEMENT-II-HOU,"B A-388T: STRATEGIC MANAGEMENT-II-HOU, Section no. 2150",A,29
,,,,,,,,B,12
,,2290,Accounting,ACC, 310F,FOUNDATIONS OF ACCOUNTING-WB,"ACC-310F: FOUNDATIONS OF ACCOUNTING-WB, Section no. 2290",A,97
,,,,,,,,B,74
,,,,,,,,C,39
,,,,,,,,D,15
,,,,,,,,F,10
,,,,,,,,Other,60
,,2295,Accounting,ACC, 310F,FOUNDATIONS OF ACCOUNTING-WB,"ACC-310F: FOUNDATIONS OF ACCOUNTING-WB, Section no. 2295",A,87
,,,,,,,,B,55
,,,,,,,,C,32
,,,,,,,,D,10
,,,,,,,,F,6
,,,,,,,,Other,31
,,2300,Accounting,ACC, 310F,FOUNDATIONS OF ACCOUNTING-WB,"ACC-310F: FOUNDATIONS OF ACCOUNTING-WB, Section no. 2300",A,90
,,,,,,,,B,73
,,,,,,,,C,30
,,,,,,,,D,6
,,,,,,,,F,4
,,,,,,,,Other,58
,,2305,Accounting,ACC, 310F,FOUNDATIONS OF ACCOUNTING-WB,"ACC-310F: FOUNDATIONS OF ACCOUNTING-WB, Section no. 2305",A,109
,,,,,,,,B,74
,,,,,,,,C,25
,,,,,,,,D,15
,,,,,,,,F,1
,,,,,,,,Other,50
,,2310,Accounting,ACC, 311,FUNDMNTLS OF FINANCIAL ACC,"ACC-311: FUNDMNTLS OF FINANCIAL ACC, Section no. 2310",A,24
,,,,,,,,B,14
,,,,,,,,C,8
,,,,,,,,F,1
,,,,,,,,Other,5
,,2315,Accounting,ACC, 311,FUNDMNTLS OF FINANCIAL ACC,"ACC-311: FUNDMNTLS OF FINANCIAL ACC, Section no. 2315",A,14
,,,,,,,,B,14
,,,,,,,,C,6
,,,,,,,,D,2
,,,,,,,,Other,16
,,2320,Accounting,ACC, 311,FUNDMNTLS OF FINANCIAL ACC,"ACC-311: FUNDMNTLS OF FINANCIAL ACC, Section no. 2320",A,26
,,,,,,,,B,14
,,,,,,,,C,7
,,,,,,,,D,1
,,,,,,,,Other,7
,,2325,Accounting,ACC, 311,FUNDMNTLS OF FINANCIAL ACC,"ACC-311: FUNDMNTLS OF FINANCIAL ACC, Section no. 2325",A,23
,,,,,,,,B,13
,,,,,,,,C,8
,,,,,,,,D,2
,,,,,,,,Other,10
,,2330,Accounting,ACC, 311,FUNDMNTLS OF FINANCIAL ACC,"ACC-311: FUNDMNTLS OF FINANCIAL ACC, Section no. 2330",A,16
,,,,,,,,B,15
,,,,,,,,C,6
,,,,,,,,F,3
,,,,,,,,Other,11
,,2335,Accounting,ACC, 311,FUNDMNTLS OF FINANCIAL ACC,"ACC-311: FUNDMNTLS OF FINANCIAL ACC, Section no. 2335",A,25
,,,,,,,,B,14
,,,,,,,,C,4
,,,,,,,,D,3
,,,,,,,,F,1
,,,,,,,,Other,8
,,2340,Accounting,ACC, 311,FUNDMNTLS OF FINANCIAL ACC,"ACC-311: FUNDMNTLS OF FINANCIAL ACC, Section no. 2340",A,21
,,,,,,,,B,9
,,,,,,,,C,7
,,,,,,,,D,2
,,,,,,,,Other,16
,,2345,Accounting,ACC, 311,FUNDMNTLS OF FINANCIAL ACC,"ACC-311: FUNDMNTLS OF FINANCIAL ACC, Section no. 2345",A,21
,,,,,,,,B,12
,,,,,,,,C,6
,,,,,,,,Other,10
,,2350,Accounting,ACC, 311,FUNDMNTLS OF FINANCIAL ACC,"ACC-311: FUNDMNTLS OF FINANCIAL ACC, Section no. 2350",A,22
,,,,,,,,B,16
,,,,,,,,C,8
,,,,,,,,D,1
,,,,,,,,Other,8
,,2355,Accounting,ACC, 311,FUNDMNTLS OF FINANCIAL ACC,"ACC-311: FUNDMNTLS OF FINANCIAL ACC, Section no. 2355",A,17
,,,,,,,,B,11
,,,,,,,,C,5
,,,,,,,,F,1
,,,,,,,,Other,11
,,2360,Accounting,ACC, 311,FUNDMNTLS OF FINANCIAL ACC,"ACC-311: FUNDMNTLS OF FINANCIAL ACC, Section no. 2360",A,17
,,,,,,,,B,18
,,,,,,,,C,11
,,,,,,,,Other,8
,,2365,Accounting,ACC, 311,FUNDMNTLS OF FINANCIAL ACC,"ACC-311: FUNDMNTLS OF FINANCIAL ACC, Section no. 2365",A,23
,,,,,,,,B,21
,,,,,,,,C,3
,,,,,,,,D,1
,,,,,,,,Other,7
,,2370,Accounting,ACC, 311,FUNDMNTLS OF FINANCIAL ACC,"ACC-311: FUNDMNTLS OF FINANCIAL ACC, Section no. 2370",A,18
,,,,,,,,B,16
,,,,,,,,C,2
,,,,,,,,D,2
,,,,,,,,Other,14
,,2375,Accounting,ACC, 311,FUNDMNTLS OF FINANCIAL ACC,"ACC-311: FUNDMNTLS OF FINANCIAL ACC, Section no. 2375",A,7
,,,,,,,,B,1
,,,,,,,,C,3
,,,,,,,,D,1
,,,,,,,,Other,2
,,2380,Accounting,ACC, 311H,FUNDMNTLS OF FIN ACC: HON,"ACC-311H: FUNDMNTLS OF FIN ACC: HON, Section no. 2380",A,31
,,,,,,,,B,7
,,,,,,,,Other,2
,,2385,Accounting,ACC, 311H,FUNDMNTLS OF FIN ACC: HON-WB,"ACC-311H: FUNDMNTLS OF FIN ACC: HON-WB, Section no. 2385",A,30
,,,,,,,,B,9
,,,,,,,,Other,2
,,2390,Accounting,ACC, 311H,FUNDMNTLS OF FIN ACC: HON-WB,"ACC-311H: FUNDMNTLS OF FIN ACC: HON-WB, Section no. 2390",A,33
,,,,,,,,B,4
,,,,,,,,Other,3
,,2395,Accounting,ACC, 311H,FUNDMNTLS OF FIN ACC: HON-WB,"ACC-311H: FUNDMNTLS OF FIN ACC: HON-WB, Section no. 2395",A,24
,,,,,,,,B,6
,,,,,,,,Other,5
,,2400,Accounting,ACC, 312,FUNDMNTLS OF MANAGERIAL ACC,"ACC-312: FUNDMNTLS OF MANAGERIAL ACC, Section no. 2400",A,24
,,,,,,,,B,13
,,,,,,,,C,6
,,,,,,,,D,3
,,,,,,,,F,1
,,,,,,,,Other,7
,,2405,Accounting,ACC, 312,FUNDMNTLS OF MANAGERIAL ACC,"ACC-312: FUNDMNTLS OF MANAGERIAL ACC, Section no. 2405",A,25
,,,,,,,,B,19
,,,,,,,,C,5
,,,,,,,,D,3
,,,,,,,,F,3
,,,,,,,,Other,9
,,2410,Accounting,ACC, 312,FUNDMNTLS OF MANAGERIAL ACC-WB,"ACC-312: FUNDMNTLS OF MANAGERIAL ACC-WB, Section no. 2410",A,26
,,,,,,,,B,14
,,,,,,,,C,9
,,,,,,,,F,1
,,,,,,,,Other,12
,,2415,Accounting,ACC, 312,FUNDMNTLS OF MANAGERIAL ACC,"ACC-312: FUNDMNTLS OF MANAGERIAL ACC, Section no. 2415",A,29
,,,,,,,,B,13
,,,,,,,,C,4
,,,,,,,,D,1
,,,,,,,,F,2
,,,,,,,,Other,10
,,2420,Accounting,ACC, 312,FUNDMNTLS OF MANAGERIAL ACC,"ACC-312: FUNDMNTLS OF MANAGERIAL ACC, Section no. 2420",A,27
,,,,,,,,B,20
,,,,,,,,C,3
,,,,,,,,D,2
,,,,,,,,Other,8
,,2425,Accounting,ACC, 326,FINANCIAL ACC-INTERMEDIATE-WB,"ACC-326: FINANCIAL ACC-INTERMEDIATE-WB, Section no. 2425",A,25
,,,,,,,,B,14
,,,,,,,,C,7
,,,,,,,,Other,11
,,2430,Accounting,ACC, 326,FINANCIAL ACC-INTERMEDIATE-WB,"ACC-326: FINANCIAL ACC-INTERMEDIATE-WB, Section no. 2430",A,27
,,,,,,,,B,19
,,,,,,,,C,6
,,,,,,,,Other,6
,,2435,Accounting,ACC, 326,FINANCIAL ACC-INTERMEDIATE-WB,"ACC-326: FINANCIAL ACC-INTERMEDIATE-WB, Section no. 2435",A,35
,,,,,,,,B,18
,,,,,,,,C,2
,,,,,,,,Other,5
,,2440,Accounting,ACC, 326,FINANCIAL ACC-INTERMEDIATE-WB,"ACC-326: FINANCIAL ACC-INTERMEDIATE-WB, Section no. 2440",A,34
,,,,,,,,B,17
,,,,,,,,C,3
,,,,,,,,Other,6
,,2445,Accounting,ACC, 326,FINANCIAL ACC-INTERMEDIATE-WB,"ACC-326: FINANCIAL ACC-INTERMEDIATE-WB, Section no. 2445",A,32
,,,,,,,,B,13
,,,,,,,,C,9
,,,,,,,,Other,4
,,2455,Accounting,ACC, 327,FINANCIAL STATEMENT ANALYSIS,"ACC-327: FINANCIAL STATEMENT ANALYSIS, Section no. 2455",A,17
,,,,,,,,B,10
,,,,,,,,Other,5
,,2460,Accounting,ACC, 329,MANAGERIAL ACC AND CONTROL-WB,"ACC-329: MANAGERIAL ACC AND CONTROL-WB, Section no. 2460",A,13
,,,,,,,,B,11
,,,,,,,,C,3
,,,,,,,,F,1
,,,,,,,,Other,7
,,2465,Accounting,ACC, 334M,HEALTHCARE ACCOUNTING,"ACC-334M: HEALTHCARE ACCOUNTING, Section no. 2465",A,4
,,,,,,,,B,10
,,,,,,,,C,2
,,,,,,,,Other,9
,,2470,Accounting,ACC, 151,ACCTNG CAREERS EXPLORATION-WB,"ACC-151: ACCTNG CAREERS EXPLORATION-WB, Section no. 2470",A,181
,,,,,,,,B,10
,,,,,,,,C,3
,,,,,,,,D,1
,,,,,,,,Other,1
,,2480,Accounting,ACC, 355,INTRODUCTION TO TAXATION,"ACC-355: INTRODUCTION TO TAXATION, Section no. 2480",A,7
,,,,,,,,B,16
,,,,,,,,Other,7
,,2485,Accounting,ACC, 355,INTRODUCTION TO TAXATION,"ACC-355: INTRODUCTION TO TAXATION, Section no. 2485",A,10
,,,,,,,,B,17
,,,,,,,,Other,1
,,2490,Accounting,ACC, 355,INTRODUCTION TO TAXATION,"ACC-355: INTRODUCTION TO TAXATION, Section no. 2490",A,8
,,,,,,,,B,15
,,,,,,,,Other,4
,,2494,Accounting,ACC, 355,INTRODUCTION TO TAXATION,"ACC-355: INTRODUCTION TO TAXATION, Section no. 2494",A,6
,,,,,,,,B,15
,,2495,Accounting,ACC, 356,FINANCIAL ACC CONCEPTS & RSCH,"ACC-356: FINANCIAL ACC CONCEPTS & RSCH, Section no. 2495",A,22
,,,,,,,,B,11
,,2500,Accounting,ACC, 356,FINANCIAL ACC CONCEPTS & RSCH,"ACC-356: FINANCIAL ACC CONCEPTS & RSCH, Section no. 2500",A,13
,,,,,,,,B,16
,,,,,,,,Other,3
,,2505,Accounting,ACC, 356,FINANCIAL ACC CONCEPTS & RSCH,"ACC-356: FINANCIAL ACC CONCEPTS & RSCH, Section no. 2505",A,26
,,,,,,,,B,7
,,,,,,,,Other,1
,,2510,Accounting,ACC, 356,FINANCIAL ACC CONCEPTS & RSCH,"ACC-356: FINANCIAL ACC CONCEPTS & RSCH, Section no. 2510",A,17
,,,,,,,,B,16
,,2515,Accounting,ACC, 356,FINANCIAL ACC CONCEPTS & RSCH,"ACC-356: FINANCIAL ACC CONCEPTS & RSCH, Section no. 2515",A,15
,,,,,,,,B,15
,,,,,,,,Other,3
,,2524,Accounting,ACC, 356,FINANCIAL ACC CONCEPTS & RSCH,"ACC-356: FINANCIAL ACC CONCEPTS & RSCH, Section no. 2524",A,12
,,,,,,,,B,21
,,2530,Accounting,ACC, 359,MANAGERIAL/COST ACCOUNTING-WB,"ACC-359: MANAGERIAL/COST ACCOUNTING-WB, Section no. 2530",A,20
,,,,,,,,B,11
,,,,,,,,C,1
,,,,,,,,Other,2
,,2535,Accounting,ACC, 359,MANAGERIAL/COST ACCOUNTING-WB,"ACC-359: MANAGERIAL/COST ACCOUNTING-WB, Section no. 2535",A,16
,,,,,,,,B,11
,,,,,,,,Other,6
,,2540,Accounting,ACC, 359,MANAGERIAL/COST ACCOUNTING-WB,"ACC-359: MANAGERIAL/COST ACCOUNTING-WB, Section no. 2540",A,10
,,,,,,,,B,13
,,,,,,,,C,3
,,,,,,,,Other,3
,,2545,Accounting,ACC, 362,AUDITING AND CONTROL,"ACC-362: AUDITING AND CONTROL, Section no. 2545",A,6
,,,,,,,,B,7
,,,,,,,,Other,1
,,2550,Accounting,ACC, 364,FUNDAMENTALS OF TAXATION,"ACC-364: FUNDAMENTALS OF TAXATION, Section no. 2550",A,19
,,,,,,,,B,8
,,,,,,,,C,2
,,,,,,,,D,2
,,,,,,,,Other,4
,,2554,Accounting,ACC, 364,FUNDAMENTALS OF TAXATION,"ACC-364: FUNDAMENTALS OF TAXATION, Section no. 2554",A,3
,,,,,,,,B,6
,,,,,,,,Other,1
,,2555,Accounting,ACC, 378,2-PETROL ACC: PRIN/PROC/ISS-WB,"ACC-378: 2-PETROL ACC: PRIN/PROC/ISS-WB, Section no. 2555",A,6
,,,,,,,,B,3
,,,,,,,,C,1
,,,,,,,,Other,2
,,2579,Accounting,ACC, 280K,7-FINANCIAL STATEMENT ANALYSIS,"ACC-280K: 7-FINANCIAL STATEMENT ANALYSIS, Section no. 2579",A,37
,,,,,,,,B,40
,,2580,Accounting,ACC, 280K,7-FINANCIAL STATMT ANLY-I-DAL,"ACC-280K: 7-FINANCIAL STATMT ANLY-I-DAL, Section no. 2580",A,24
,,,,,,,,B,22
,,,,,,,,Other,2
,,2585,Accounting,ACC, 280K,7-FINANCIAL STATMT ANLY-I-HOU,"ACC-280K: 7-FINANCIAL STATMT ANLY-I-HOU, Section no. 2585",A,17
,,,,,,,,B,20
,,,,,,,,Other,1
,,2590,Accounting,ACC, 280K,7-FINANCIAL STATMT ANLY-II-DAL,"ACC-280K: 7-FINANCIAL STATMT ANLY-II-DAL, Section no. 2590",A,18
,,,,,,,,B,27
,,,,,,,,C,1
,,,,,,,,Other,2
,,2595,Accounting,ACC, 280K,7-FINANCIAL STATMT ANLY-II-HOU,"ACC-280K: 7-FINANCIAL STATMT ANLY-II-HOU, Section no. 2595",A,22
,,,,,,,,B,17
,,,,,,,,Other,1
,,2600,Accounting,ACC, 380K,1-FINCL ACC STANDS/ANLY I-WB,"ACC-380K: 1-FINCL ACC STANDS/ANLY I-WB, Section no. 2600",A,21
,,,,,,,,B,20
,,,,,,,,Other,3
,,2605,Accounting,ACC, 380K,1-FINCL ACC STANDS/ANLY I-WB,"ACC-380K: 1-FINCL ACC STANDS/ANLY I-WB, Section no. 2605",A,20
,,,,,,,,B,17
,,,,,,,,D,1
,,,,,,,,Other,2
,,2610,Accounting,ACC, 380K,1-FINCL ACC STANDS/ANLY I-WB,"ACC-380K: 1-FINCL ACC STANDS/ANLY I-WB, Section no. 2610",A,19
,,,,,,,,B,19
,,,,,,,,C,1
,,,,,,,,Other,3
,,2615,Accounting,ACC, 380K,1-FINCL ACC STANDS/ANLY I-WB,"ACC-380K: 1-FINCL ACC STANDS/ANLY I-WB, Section no. 2615",A,11
,,,,,,,,B,28
,,,,,,,,C,2
,,,,,,,,Other,3
,,2620,Accounting,ACC, 380K,1-FINCL ACC STANDS AND ANLY I,"ACC-380K: 1-FINCL ACC STANDS AND ANLY I, Section no. 2620",A,27
,,,,,,,,B,16
,,,,,,,,Other,2
,,2625,Accounting,ACC, 380K,2-FINCL ACC STANDS AND ANLY II,"ACC-380K: 2-FINCL ACC STANDS AND ANLY II, Section no. 2625",A,24
,,,,,,,,B,8
,,,,,,,,C,1
,,,,,,,,Other,2
,,2630,Accounting,ACC, 380K,2-FINCL ACC STANDS AND ANLY II,"ACC-380K: 2-FINCL ACC STANDS AND ANLY II, Section no. 2630",A,18
,,,,,,,,B,22
,,2635,Accounting,ACC, 380K,2-FINCL ACC STANDS AND ANLY II,"ACC-380K: 2-FINCL ACC STANDS AND ANLY II, Section no. 2635",A,8
,,,,,,,,B,4
,,,,,,,,C,1
,,,,,,,,Other,1
,,2640,Accounting,ACC, 380K,2-FINCL ACC STANDS AND ANLY II,"ACC-380K: 2-FINCL ACC STANDS AND ANLY II, Section no. 2640",A,23
,,,,,,,,B,18
,,2645,Accounting,ACC, 380K,4-AUDITING & ASSURANCE SERVS,"ACC-380K: 4-AUDITING & ASSURANCE SERVS, Section no. 2645",A,9
,,,,,,,,B,4
,,,,,,,,C,2
,,2650,Accounting,ACC, 380K,7-FINANCIAL STATEMENT ANALYSIS,"ACC-380K: 7-FINANCIAL STATEMENT ANALYSIS, Section no. 2650",A,12
,,,,,,,,B,4
,,2655,Accounting,ACC, 380K,7-FINANCIAL STATEMENT ANALYSIS,"ACC-380K: 7-FINANCIAL STATEMENT ANALYSIS, Section no. 2655",A,24
,,,,,,,,B,14
,,,,,,,,C,1
,,2660,Accounting,ACC, 380K,7-FINANCIAL STATEMENT ANALYSIS,"ACC-380K: 7-FINANCIAL STATEMENT ANALYSIS, Section no. 2660",A,19
,,,,,,,,B,20
,,2665,Accounting,ACC, 380K,8-PETROL ACC: PRIN/PROC/ISS-WB,"ACC-380K: 8-PETROL ACC: PRIN/PROC/ISS-WB, Section no. 2665",A,38
,,,,,,,,B,12
,,2670,Accounting,ACC, 380K,8-PETROL ACC: PRIN/PROC/ISS-WB,"ACC-380K: 8-PETROL ACC: PRIN/PROC/ISS-WB, Section no. 2670",A,32
,,,,,,,,B,4
,,2675,Accounting,ACC, 380K,11-INTRODUCTION TO TAXATION,"ACC-380K: 11-INTRODUCTION TO TAXATION, Section no. 2675",A,3
,,,,,,,,B,2
,,2680,Accounting,ACC, 380K,11-INTRODUCTION TO TAXATION,"ACC-380K: 11-INTRODUCTION TO TAXATION, Section no. 2680",A,2
,,,,,,,,B,4
,,2685,Accounting,ACC, 380K,11-INTRODUCTION TO TAXATION,"ACC-380K: 11-INTRODUCTION TO TAXATION, Section no. 2685",A,4
,,,,,,,,B,4
,,2690,Accounting,ACC, 380K,12-COMP AUDIT/SYS SECURITY-WB,"ACC-380K: 12-COMP AUDIT/SYS SECURITY-WB, Section no. 2690",A,24
,,,,,,,,B,20
,,2695,Accounting,ACC, 380K,13-INFO TECH FOR ACC/CONTRL-WB,"ACC-380K: 13-INFO TECH FOR ACC/CONTRL-WB, Section no. 2695",A,22
,,,,,,,,B,27
,,2700,Accounting,ACC, 380K,13-INFO TECH FOR ACC/CONTRL-WB,"ACC-380K: 13-INFO TECH FOR ACC/CONTRL-WB, Section no. 2700",A,25
,,,,,,,,B,23
,,,,,,,,C,1
,,2705,Accounting,ACC, 380K,13-INFO TECH FOR ACC/CONTRL-WB,"ACC-380K: 13-INFO TECH FOR ACC/CONTRL-WB, Section no. 2705",A,5
,,,,,,,,B,15
,,2710,Accounting,ACC, 380K,26-GOVT/NOT-FOR-PROFIT ACCT,"ACC-380K: 26-GOVT/NOT-FOR-PROFIT ACCT, Section no. 2710",A,40
,,,,,,,,B,7
,,,,,,,,Other,1
,,2715,Accounting,ACC, 381N,MNGRL ACC/FIN STMT ANLY-EMBA,"ACC-381N: MNGRL ACC/FIN STMT ANLY-EMBA, Section no. 2715",A,20
,,,,,,,,B,20
,,,,,,,,C,1
,,2730,Accounting,ACC, 383K,4-FRAUD EXAMINATION,"ACC-383K: 4-FRAUD EXAMINATION, Section no. 2730",A,25
,,,,,,,,B,17
,,,,,,,,C,2
,,2735,Accounting,ACC, 384,1-TAX RESEARCH METHODOLOGY,"ACC-384: 1-TAX RESEARCH METHODOLOGY, Section no. 2735",A,10
,,,,,,,,B,13
,,,,,,,,C,1
,,,,,,,,Other,1
,,2740,Accounting,ACC, 384,1-TAX RESEARCH METHODOLOGY,"ACC-384: 1-TAX RESEARCH METHODOLOGY, Section no. 2740",A,16
,,,,,,,,B,11
,,,,,,,,Other,1
,,2745,Accounting,ACC, 384,1-TAX RESEARCH METHODOLOGY,"ACC-384: 1-TAX RESEARCH METHODOLOGY, Section no. 2745",A,9
,,,,,,,,B,14
,,,,,,,,C,1
,,2750,Accounting,ACC, 384,3-TAXATION OF ENTITIES II-WB,"ACC-384: 3-TAXATION OF ENTITIES II-WB, Section no. 2750",A,9
,,,,,,,,B,9
,,,,,,,,C,1
,,2755,Accounting,ACC, 384,3-TAXATION OF ENTITIES II-WB,"ACC-384: 3-TAXATION OF ENTITIES II-WB, Section no. 2755",A,5
,,,,,,,,B,12
,,2760,Accounting,ACC, 384,3-TAXATION OF ENTITIES II-WB,"ACC-384: 3-TAXATION OF ENTITIES II-WB, Section no. 2760",A,8
,,,,,,,,B,5
,,2765,Accounting,ACC, 384,4-TAX PLAN FOR BSN ENTITIES-WB,"ACC-384: 4-TAX PLAN FOR BSN ENTITIES-WB, Section no. 2765",A,18
,,,,,,,,B,2
,,2770,Accounting,ACC, 384,6-INTERNATL/INTERSTATE TAX-WB,"ACC-384: 6-INTERNATL/INTERSTATE TAX-WB, Section no. 2770",A,10
,,,,,,,,B,9
,,2785,Accounting,ACC, 287,1-INTRO MANAGRL ACC-I-DAL-WB,"ACC-287: 1-INTRO MANAGRL ACC-I-DAL-WB, Section no. 2785",A,39
,,,,,,,,B,6
,,2790,Accounting,ACC, 287,1-INTRO MANAGERIAL ACC-I-HOU,"ACC-287: 1-INTRO MANAGERIAL ACC-I-HOU, Section no. 2790",A,21
,,,,,,,,B,18
,,,,,,,,C,1
,,2795,Accounting,ACC, 287,1-INTRO MANAGRL ACC-II-DAL-WB,"ACC-287: 1-INTRO MANAGRL ACC-II-DAL-WB, Section no. 2795",A,31
,,,,,,,,B,14
,,2800,Accounting,ACC, 287,1-INTRO MANAGERIAL ACC-II-HOU,"ACC-287: 1-INTRO MANAGERIAL ACC-II-HOU, Section no. 2800",A,13
,,,,,,,,B,28
,,2805,Accounting,ACC, 287,1-INTRO MANAGERIAL ACC-TEMBA,"ACC-287: 1-INTRO MANAGERIAL ACC-TEMBA, Section no. 2805",A,30
,,,,,,,,B,29
,,,,,,,,C,1
,,2810,Accounting,ACC, 387,1-INTRO TO MANAGERIAL ACC-WB,"ACC-387: 1-INTRO TO MANAGERIAL ACC-WB, Section no. 2810",A,3
,,,,,,,,B,8
,,2815,Accounting,ACC, 387,1-INTRO TO MANAGERIAL ACC-WB,"ACC-387: 1-INTRO TO MANAGERIAL ACC-WB, Section no. 2815",A,3
,,,,,,,,B,2
,,,,,,,,C,1
,,2820,Accounting,ACC, 387,1-INTRO TO MANAGERIAL ACC-WB,"ACC-387: 1-INTRO TO MANAGERIAL ACC-WB, Section no. 2820",A,3
,,,,,,,,B,2
,,2825,Accounting,ACC, 387,4-STRATEGIC CONTROL SYSTEMS-WB,"ACC-387: 4-STRATEGIC CONTROL SYSTEMS-WB, Section no. 2825",A,37
,,,,,,,,B,2
,,2935,"Business, Government, And Society",BGS, 370,1-ENERGY TECHNOLOGY &POLICY-WB,"BGS-370: 1-ENERGY TECHNOLOGY &POLICY-WB, Section no. 2935",A,14
,,,,,,,,B,11
,,,,,,,,C,1
,,,,,,,,Other,2
,,2940,"Business, Government, And Society",BGS, 370,2-ETHICS/CSR/SERVICE LEARNING,"BGS-370: 2-ETHICS/CSR/SERVICE LEARNING, Section no. 2940",A,21
,,,,,,,,B,2
,,,,,,,,C,2
,,2945,"Business, Government, And Society",BGS, 373,STRATEGIC CORP COMM,"BGS-373: STRATEGIC CORP COMM, Section no. 2945",A,26
,,,,,,,,B,3
,,,,,,,,Other,3
,,2950,"Business, Government, And Society",BGS, 374,GLOBAL POLITICAL ECONOMY-WB,"BGS-374: GLOBAL POLITICAL ECONOMY-WB, Section no. 2950",A,29
,,,,,,,,B,4
,,,,,,,,Other,1
,,2955,"Business, Government, And Society",BGS, 375,BUSN/POL AGE OF INEQUALITY,"BGS-375: BUSN/POL AGE OF INEQUALITY, Section no. 2955",A,20
,,,,,,,,B,4
,,,,,,,,Other,1
,,2985,"Business, Government, And Society",BGS, 380G,BUSN/POL AGE OF INEQUALITY,"BGS-380G: BUSN/POL AGE OF INEQUALITY, Section no. 2985",A,28
,,,,,,,,B,13
